"","...1","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"3655","chr2-20707153-20708148",0.126528488043564,-0.645310843955685,0.094,0.144,1
"3656","chr14-69151396-69152125",0.126729222354183,-0.637138523095654,0.142,0.208,1
"3657","chr12-32252238-32252999",0.126747639461512,-0.657763086524898,0.133,0.198,1
"3658","chr11-118607371-118609010",0.126755991096489,-0.793925924851641,0.087,0.135,1
"3659","chr17-3878776-3880406",0.126811988418689,-0.25834068828504,0.482,0.541,1
"3660","chr6-122778829-122780039",0.126856816557956,-0.572989670728154,0.106,0.154,1
"3661","chr15-72315837-72316349",0.126927444802144,-0.692488824493281,0.126,0.2,1
"3662","chr18-50760338-50761091",0.126973807321578,-0.68747522384715,0.08,0.126,1
"3663","chr12-53457428-53458060",0.12705312875058,-0.640339629565975,0.07,0.108,1
"3664","chr6-26401436-26402655",0.12723306218486,-0.704786724005816,0.079,0.125,1
"3665","chr12-7934647-7936680",0.127321183392519,-0.519071419974599,0.203,0.28,1
"3666","chr16-67652468-67653941",0.127360541342495,-0.694316152708485,0.14,0.219,1
"3667","chr13-39118860-39120098",0.127556839577772,-0.499314349857119,0.171,0.23,1
"3668","chrX-152893715-152894707",0.127749893600183,-0.727181723828793,0.073,0.123,1
"3669","chr19-459645-461217",0.127771697801068,-0.52791275578948,0.269,0.344,1
"3670","chr5-118987668-118988839",0.12781517298371,-0.275075936021104,0.37,0.42,1
"3671","chr9-137294670-137296215",0.127847443536888,-0.620671295207245,0.151,0.21,1
"3672","chr17-76557157-76558791",0.127874517141206,-0.267770030079556,0.21,0.241,1
"3673","chr2-109613294-109615123",0.127893862968024,-0.281749491022408,0.518,0.589,1
"3674","chr16-89507374-89508895",0.127995080471077,-0.298336005057864,0.349,0.397,1
"3675","chr1-43565273-43566177",0.128020562429891,-0.720935035238186,0.085,0.135,1
"3676","chr7-151017807-151019063",0.128246686133242,-0.717849971381704,0.068,0.106,1
"3677","chr17-7439399-7441136",0.128298091401178,-0.61321430001404,0.153,0.21,1
"3678","chr20-57596676-57597329",0.128367545748182,-0.788105716880128,0.063,0.108,1
"3679","chr6-31821234-31822581",0.128380456179517,-0.683861263164156,0.132,0.208,1
"3680","chr16-154041-154991",0.128529454947395,-0.749490084551803,0.065,0.108,1
"3681","chr10-127415936-127416937",0.128607258324076,-0.659207942965022,0.096,0.144,1
"3682","chr17-50150728-50152494",0.12863326398025,-0.513368729271034,0.282,0.389,1
"3683","chr10-70232146-70233924",0.128740760620123,-0.476635930320192,0.444,0.523,1
"3684","chr17-15119808-15120399",0.128769909860973,-0.588909679628804,0.106,0.148,1
"3685","chr22-41300812-41302777",0.128813703424568,-0.555425284845221,0.214,0.289,1
"3686","chr7-139358736-139360741",0.128857508055918,-0.269138442566,0.591,0.634,1
"3687","chr12-124294566-124295889",0.12891656747052,-0.688978942249893,0.117,0.188,1
"3688","chr16-88455148-88456030",0.128952188698611,-0.680168630978541,0.111,0.169,1
"3689","chr14-68599959-68601267",0.129401620699247,-0.856446644963117,0.058,0.1,1
"3690","chr9-95316809-95317946",0.129426320512068,-0.260244986734792,0.26,0.314,1
"3691","chr7-141071178-141074952",0.129426427231123,-0.616313211669377,0.19,0.261,1
"3692","chr1-93179237-93181161",0.129480141768736,-0.497396065937076,0.336,0.427,1
"3693","chr11-3159948-3160929",0.12948058530159,-0.745256226405973,0.103,0.167,1
"3694","chr3-75618497-75619984",0.12957060487228,-0.762891619726803,0.062,0.101,1
"3695","chr14-50230800-50232472",0.129614148859581,-0.525533956632903,0.352,0.457,1
"3696","chr13-51583449-51585205",0.129623427225735,-0.260532537300945,0.642,0.691,1
"3697","chr12-64609897-64611323",0.129674269787915,-0.622726272164035,0.163,0.226,1
"3698","chr19-2659612-2660453",0.129752305129998,-0.607541673649131,0.205,0.304,1
"3699","chr16-71625529-71627091",0.129761396355276,-0.665170294104375,0.068,0.108,1
"3700","chr17-77801533-77803249",0.129859155306423,-0.707063851751056,0.097,0.156,1
"3701","chr15-66773839-66774672",0.129960245259034,-0.706646835019578,0.064,0.101,1
"3702","chr3-185402476-185403033",0.13012818809202,-0.560512378150325,0.146,0.2,1
"3703","chr17-7588950-7589645",0.130289425594856,-0.659053989489752,0.074,0.117,1
"3704","chr21-39312256-39314647",0.130321651326553,-0.301351990165351,0.532,0.608,1
"3705","chr19-55647572-55648872",0.130580798230504,-0.525685821434278,0.218,0.294,1
"3706","chr6-169723336-169725542",0.130714587876895,-0.491406901490007,0.377,0.485,1
"3707","chr6-96836644-96837964",0.130873128390546,-0.747522169489911,0.067,0.106,1
"3708","chr15-76327732-76328714",0.130945808732366,-0.577935916951113,0.085,0.122,1
"3709","chr11-65960836-65962213",0.130972524997773,-0.259786760833637,0.329,0.38,1
"3710","chr17-41548593-41549572",0.131029738997673,-0.73305418710146,0.078,0.123,1
"3711","chr15-45377542-45378870",0.131147885530414,-0.775631534593572,0.094,0.14,1
"3712","chr1-28647945-28649213",0.131179981286925,-0.496868100790833,0.291,0.379,1
"3713","chr7-107742898-107744460",0.131194680906888,-0.298017680610619,0.318,0.374,1
"3714","chr5-43602061-43604151",0.131235516071721,-0.626438274765258,0.144,0.21,1
"3715","chr11-10540457-10542278",0.131303408128161,-0.499512735250032,0.322,0.427,1
"3716","chr9-129416043-129416603",0.131335945794141,-0.716892657387717,0.081,0.127,1
"3717","chr2-199458306-199459897",0.131426862908953,-0.2571559463818,0.167,0.193,1
"3718","chr15-75201177-75202957",0.131433758504332,-0.257891362459691,0.34,0.38,1
"3719","chr1-29806500-29807044",0.131434351836702,-0.749490084551803,0.066,0.108,1
"3720","chr1-109547868-109549146",0.13144155624211,-0.532384695117878,0.173,0.23,1
"3721","chr19-36214035-36215402",0.131454670371758,-0.30781730451299,0.404,0.447,1
"3722","chr5-142712883-142713704",0.131566824651314,-0.539729479026104,0.165,0.218,1
"3723","chr9-133990811-133993602",0.13162935654895,-0.531642685289334,0.306,0.394,1
"3724","chr19-58466458-58467459",0.131896758953628,-0.258254021138547,0.339,0.385,1
"3725","chr12-71754261-71755826",0.132188747074563,-0.251009283350478,0.295,0.322,1
"3726","chr1-20633024-20635149",0.132323660025403,-0.552636130785228,0.373,0.47,1
"3727","chr17-27348752-27349421",0.132394043920605,-0.732944677142867,0.067,0.11,1
"3728","chr7-76392662-76393899",0.132663335263249,-0.48508641750343,0.347,0.447,1
"3729","chr1-3068803-3070558",0.132753026630536,-0.699592127346236,0.111,0.171,1
"3730","chr17-66301811-66303679",0.132833626082469,-0.294675266315506,0.246,0.275,1
"3731","chr10-128125676-128127064",0.13288597496701,-0.733729779142214,0.088,0.139,1
"3732","chr8-544095-546116",0.13298260484014,-0.497828916935248,0.327,0.44,1
"3733","chr14-104794624-104795983",0.13304567140383,-0.553985333623884,0.221,0.288,1
"3734","chr3-196968182-196970195",0.133081212289674,-0.281873247255074,0.248,0.293,1
"3735","chr16-4371407-4372814",0.133268147002687,-0.554235798730174,0.149,0.21,1
"3736","chr16-19883280-19885067",0.133370971122743,-0.72882217217105,0.116,0.187,1
"3737","chr7-38340090-38340724",0.133467001767252,-0.622482791551235,0.113,0.169,1
"3738","chr11-119029329-119031172",0.133531350202612,-0.253838825363284,0.402,0.463,1
"3739","chr19-47418125-47419517",0.133552487138328,-0.722825278213989,0.07,0.114,1
"3740","chr12-121535872-121538259",0.13358804734722,-0.556106478491665,0.284,0.368,1
"3741","chr19-48393341-48394614",0.133640286017889,-0.709538216673687,0.099,0.153,1
"3742","chr5-43555817-43557535",0.133845949387647,-0.258459688452307,0.329,0.364,1
"3743","chr4-17576706-17577918",0.133975309400982,-0.252875184188967,0.401,0.467,1
"3744","chr4-3073198-3074792",0.134073381754993,-0.262355060240223,0.656,0.698,1
"3745","chr9-104763619-104764589",0.134221595192413,-0.749796943056199,0.067,0.113,1
"3746","chr5-160344900-160345672",0.134335597830761,-0.615420879746188,0.08,0.127,1
"3747","chr17-67489976-67491560",0.13439931510967,-0.821492326200879,0.06,0.1,1
"3748","chr1-92298271-92299505",0.134521034166994,-0.52979831928444,0.244,0.332,1
"3749","chr12-102061280-102062311",0.134672211250169,-0.546465245173253,0.17,0.217,1
"3750","chr13-22914846-22916033",0.134863012618313,-0.760537217743478,0.069,0.109,1
"3751","chr11-57740816-57742149",0.134924940300022,-0.617189118286279,0.148,0.213,1
"3752","chr16-29666067-29667202",0.134941831277045,-0.646815498065379,0.069,0.101,1
"3753","chr10-132306958-132308797",0.135049509923434,-0.460810261322126,0.421,0.525,1
"3754","chr15-69462141-69463521",0.135057061702285,-0.50273711083453,0.259,0.353,1
"3755","chr1-154936190-154937754",0.135127110292305,-0.478780917318383,0.382,0.505,1
"3756","chr19-10918161-10918716",0.135389359351715,-0.852776702395298,0.054,0.101,1
"3757","chr6-26232786-26235145",0.135528303664565,-0.696884969613181,0.122,0.18,1
"3758","chr19-57849323-57850993",0.135563885181731,-0.582567259358152,0.15,0.214,1
"3759","chr1-22562994-22564450",0.135832320816845,-0.277296747173221,0.245,0.283,1
"3760","chr15-89912002-89913461",0.135941746882925,-0.63879265128049,0.128,0.192,1
"3761","chr18-42157338-42158281",0.135983496808779,-0.691441811017351,0.069,0.108,1
"3762","chr19-12840570-12841449",0.136007290311777,-0.644578781137341,0.075,0.11,1
"3763","chr12-118980517-118982116",0.136171911478562,-0.505013497547852,0.338,0.424,1
"3764","chr19-40810725-40811355",0.13626701788433,-0.598748857359271,0.071,0.101,1
"3765","chr17-58539527-58540099",0.136388857593731,-0.620680575400638,0.122,0.174,1
"3766","chr5-95619864-95621627",0.136392799608981,-0.723019912900119,0.08,0.125,1
"3767","chr4-26319056-26321465",0.136545850249891,-0.268398463209459,0.632,0.691,1
"3768","chr22-37801951-37802923",0.136628530371538,-0.743634883306435,0.083,0.126,1
"3769","chr9-37784508-37785681",0.136688092408144,-0.597004041987265,0.115,0.171,1
"3770","chr15-82749560-82750722",0.136802762892886,-0.562772605510659,0.156,0.208,1
"3771","chr1-94541196-94542561",0.136821910510561,-0.736211894500896,0.063,0.101,1
"3772","chr1-202348119-202349482",0.136936707895973,-0.264425845767823,0.341,0.376,1
"3773","chr2-85162983-85164550",0.136954065043889,-0.641482703787009,0.11,0.162,1
"3774","chr17-73951829-73953188",0.136998704821397,-0.58157493764173,0.214,0.296,1
"3775","chr11-130434337-130435439",0.137035543499362,-0.789873474665836,0.076,0.125,1
"3776","chr5-134113972-134115720",0.137385786994125,-0.54692670739763,0.163,0.215,1
"3777","chr17-75763951-75765594",0.137414813060875,-0.591440082762971,0.205,0.28,1
"3778","chr11-120335670-120337171",0.137439143874549,-0.277904229204603,0.429,0.481,1
"3779","chr8-20303172-20304239",0.137483934669908,-0.520102881099938,0.205,0.281,1
"3780","chr17-2302733-2304205",0.137736766307949,-0.251128017853787,0.404,0.454,1
"3781","chr12-124422107-124423588",0.137826164069597,-0.640339629565975,0.068,0.105,1
"3782","chr11-62726571-62728556",0.137947790333128,-0.474991361522424,0.526,0.63,1
"3783","chr2-237857866-237858926",0.137984881247456,-0.730253295407253,0.061,0.102,1
"3784","chr20-63071566-63072530",0.138008471904084,-0.591980256078602,0.105,0.147,1
"3785","chr19-39996310-39997712",0.138017163280529,-0.253447598054082,0.166,0.189,1
"3786","chr6-170243186-170244451",0.138031379080453,-0.71189653207643,0.07,0.106,1
"3787","chr13-33015920-33017897",0.138306973036034,-0.784405009029131,0.065,0.102,1
"3788","chr18-9613569-9615321",0.138494978923752,-0.508943622982607,0.322,0.422,1
"3789","chr11-112024476-112025845",0.138507307617909,-0.27034012791276,0.233,0.276,1
"3790","chr6-89411144-89412830",0.138661632284786,-0.486377518602924,0.323,0.42,1
"3791","chr2-151848125-151849649",0.138714222156047,-0.698195276119345,0.073,0.113,1
"3792","chr17-384887-386442",0.138804825135249,-0.539783342915239,0.241,0.316,1
"3793","chr16-88802906-88804833",0.138954107379776,-0.496368135577065,0.274,0.35,1
"3794","chr1-200409103-200410440",0.139000215661943,-0.542996873277912,0.238,0.316,1
"3795","chr11-849222-850252",0.139015987859942,-0.694772785711837,0.103,0.163,1
"3796","chr16-89489104-89491201",0.139017787166802,-0.261562209765662,0.559,0.611,1
"3797","chr20-50724400-50725373",0.139089320520037,-0.489987165594518,0.2,0.261,1
"3798","chr19-10085481-10087080",0.139247524716861,-0.592869114204829,0.138,0.191,1
"3799","chr1-111345981-111347386",0.139369992843691,-0.589947025567209,0.095,0.147,1
"3800","chr6-87472347-87473624",0.139571660247973,-0.512370229510483,0.249,0.328,1
"3801","chr14-73851083-73852890",0.139654322033191,-0.494152682645525,0.28,0.341,1
"3802","chr5-36875062-36877575",0.139709034430904,-0.285527607692563,0.387,0.442,1
"3803","chr9-130444329-130445267",0.140023743020857,-0.747777423240314,0.077,0.121,1
"3804","chr15-64151302-64152647",0.140279846458447,-0.729049045562448,0.068,0.108,1
"3805","chr5-116084048-116085541",0.140403020051454,-0.253740687720782,0.234,0.275,1
"3806","chr13-49219720-49221252",0.140550708426438,-0.692792166444979,0.066,0.102,1
"3807","chr17-47693384-47695296",0.140590175875067,-0.589980706840886,0.224,0.323,1
"3808","chr5-180493867-180495192",0.140597709000643,-0.260021086073366,0.396,0.433,1
"3809","chr11-64233913-64235198",0.14062968865445,-0.499657060697958,0.283,0.376,1
"3810","chr2-26172505-26174314",0.140789269610547,-0.727646869272097,0.078,0.128,1
"3811","chr4-183406783-183407505",0.14084625800661,-0.741958321606342,0.079,0.121,1
"3812","chr2-149329627-149331271",0.140858334823342,-0.27286156236125,0.356,0.393,1
"3813","chr9-107188211-107189247",0.140983113859471,-0.917804271989703,0.055,0.101,1
"3814","chr10-73167560-73168700",0.141197018349452,-0.502315636585054,0.227,0.3,1
"3815","chrX-40013668-40015211",0.141519468675658,-0.253597548039357,0.157,0.188,1
"3816","chr22-36238522-36239953",0.141697233667176,-0.670597774782038,0.094,0.144,1
"3817","chr2-241734023-241735673",0.141807826588149,-0.280812003748768,0.458,0.521,1
"3818","chr7-91939960-91941751",0.141949138902578,-0.262566144085889,0.351,0.406,1
"3819","chr11-61890551-61892187",0.142060688885139,-0.531481566430541,0.228,0.307,1
"3820","chr9-133144080-133144685",0.142067177351086,-0.648258497751675,0.095,0.145,1
"3821","chr3-120558584-120559885",0.14220356268575,-0.570568380960016,0.094,0.137,1
"3822","chr1-224433113-224435345",0.142225650956887,-0.56595981721283,0.25,0.357,1
"3823","chr12-42237218-42238864",0.142266054652852,-0.253942610036071,0.401,0.459,1
"3824","chr2-38535606-38536442",0.142416374248706,-0.616468950616897,0.108,0.165,1
"3825","chr19-48398240-48399135",0.142435887901034,-0.590178936856491,0.122,0.191,1
"3826","chr12-49342016-49343123",0.142490172004428,-0.62940016398965,0.132,0.18,1
"3827","chr18-74495562-74496905",0.142673145425546,-0.254441523816432,0.509,0.569,1
"3828","chr3-41198595-41200237",0.142682559471809,-0.268059155261393,0.424,0.495,1
"3829","chr6-30954739-30956080",0.142769310337577,-0.77338381517792,0.067,0.115,1
"3830","chr22-17120221-17121863",0.142857451748321,-0.465319667648351,0.313,0.384,1
"3831","chr19-6501348-6502718",0.143080809498447,-0.849332980087129,0.054,0.1,1
"3832","chr20-33992766-33994614",0.143209235627572,-0.266783704917477,0.615,0.672,1
"3833","chr12-116910613-116911505",0.14328914232798,-0.745506587381233,0.078,0.131,1
"3834","chr3-43998344-43999507",0.143353354065563,-0.828098649121038,0.068,0.11,1
"3835","chr11-126415821-126416986",0.143410088895292,-0.634502721976336,0.132,0.198,1
"3836","chr19-41225573-41226744",0.143427859733873,-0.670640944593477,0.074,0.108,1
"3837","chr10-43648096-43649494",0.143619055720236,-0.276595247630131,0.281,0.331,1
"3838","chr11-78370524-78371750",0.143848965824918,-0.639239095223473,0.098,0.145,1
"3839","chr4-10063159-10064070",0.143928927494305,-0.705010219335621,0.075,0.113,1
"3840","chr10-98267497-98268672",0.14396830740014,-0.807205011880455,0.078,0.134,1
"3841","chr15-74994996-74996682",0.144041262243839,-0.423671017525183,0.43,0.516,1
"3842","chr2-44768347-44769311",0.144070623138644,-0.612640185600418,0.108,0.162,1
"3843","chr3-52238522-52239738",0.144178802480829,-0.522077463448081,0.265,0.355,1
"3844","chr1-114715948-114717086",0.144325523990632,-0.600819146573934,0.131,0.191,1
"3845","chr14-22981998-22983541",0.144508841375234,-0.56128259743555,0.164,0.222,1
"3846","chr10-32957293-32958853",0.144600048831947,-0.250555470904228,0.385,0.427,1
"3847","chr7-103988563-103990840",0.144652064403403,-0.777471040622168,0.098,0.158,1
"3848","chr1-44785961-44786765",0.144804175765397,-0.656536643485335,0.084,0.122,1
"3849","chr9-136665172-136666447",0.14492982311502,-0.943868094801506,0.058,0.104,1
"3850","chr11-119315156-119317410",0.14494717122325,-0.592814585685464,0.079,0.115,1
"3851","chr12-95789266-95791596",0.144981164939825,-0.743068474531237,0.071,0.118,1
"3852","chr1-93878449-93879426",0.145040532035731,-0.60561478758316,0.148,0.214,1
"3853","chr15-89411198-89411822",0.145070752886758,-0.781949924809812,0.06,0.102,1
"3854","chr20-50929976-50932018",0.145082839984181,-0.258094059544632,0.475,0.532,1
"3855","chr12-50282454-50284035",0.14514432030199,-0.260229792288089,0.235,0.278,1
"3856","chr12-15322001-15323342",0.145287742384795,-0.620199543056901,0.118,0.165,1
"3857","chr1-45550213-45551227",0.145376541941341,-0.597621319894807,0.213,0.293,1
"3858","chr6-3226805-3229233",0.14545204422109,-0.520962655164324,0.301,0.389,1
"3859","chr4-648191-649553",0.145629539673296,-0.652523490323717,0.095,0.144,1
"3860","chr13-51152482-51153050",0.145641319822115,-0.590777786670355,0.081,0.117,1
"3861","chr8-144019274-144020564",0.145681227484649,-0.692792166444979,0.067,0.106,1
"3862","chr12-54279359-54281233",0.14627607581636,-0.278292771657888,0.655,0.698,1
"3863","chr19-17390346-17391517",0.146335997633156,-0.505553125653733,0.234,0.331,1
"3864","chr16-1407700-1408773",0.146387965760937,-0.515903962096125,0.238,0.319,1
"3865","chr6-142944140-142946668",0.146424217749106,-0.280261811579895,0.211,0.259,1
"3866","chr16-89565231-89566380",0.146448592386769,-0.667355782447637,0.078,0.115,1
"3867","chr7-80134305-80135939",0.146474398357961,-0.254194934709905,0.213,0.254,1
"3868","chr6-28940299-28941797",0.146561285321171,-0.60623689515982,0.121,0.179,1
"3869","chr12-56040628-56042300",0.146747943423429,-0.252521669339428,0.396,0.464,1
"3870","chr19-12793373-12794070",0.146956142928696,-0.54631703947487,0.245,0.323,1
"3871","chr11-61814632-61817272",0.147011031017662,-0.449972927897905,0.509,0.624,1
"3872","chr17-76736194-76738344",0.14708394037443,-0.272399547755464,0.674,0.756,1
"3873","chr1-17106619-17107725",0.147229273710357,-0.694984438622048,0.08,0.125,1
"3874","chr7-16644634-16647101",0.147408996654654,-0.258732320970216,0.415,0.488,1
"3875","chr18-35442171-35444171",0.147421557438439,-0.748542118274507,0.072,0.118,1
"3876","chr5-134366809-134367363",0.14753322334809,-0.647899468108544,0.097,0.147,1
"3877","chr17-8121456-8121934",0.147557866425912,-0.557899798594495,0.143,0.219,1
"3878","chr22-43150818-43152904",0.147725835366047,-0.591778225052105,0.17,0.237,1
"3879","chr3-51499071-51500429",0.147746334642427,-0.256443971192176,0.422,0.494,1
"3880","chr17-45287615-45288224",0.147862562837936,-0.597690099023535,0.074,0.106,1
"3881","chr13-52454930-52456087",0.147903655039283,-0.545290484503259,0.237,0.32,1
"3882","chr2-121648559-121650240",0.148092919110668,-0.276684399238211,0.39,0.435,1
"3883","chr5-133967742-133968908",0.148270797561496,-0.265577729560984,0.246,0.279,1
"3884","chr22-37054580-37055719",0.148294800961076,-0.689176158269969,0.108,0.154,1
"3885","chr19-29714690-29715725",0.148370067458588,-0.5695459998565,0.169,0.236,1
"3886","chr2-237064253-237064931",0.148375297732327,-0.559884285778788,0.089,0.131,1
"3887","chr8-133270736-133271285",0.148402572128946,-0.542530963839346,0.096,0.144,1
"3888","chr16-3457294-3458653",0.148730185885766,-0.264706819148171,0.372,0.429,1
"3889","chr5-139194046-139194864",0.148777612399096,-0.557560254018985,0.116,0.165,1
"3890","chr17-75393295-75394280",0.148863354788699,-0.266190707550942,0.327,0.357,1
"3891","chr19-3034722-3036643",0.148907311775614,-0.261685596319806,0.538,0.603,1
"3892","chr22-28112236-28113112",0.14892674323138,-0.617604834944985,0.113,0.165,1
"3893","chr22-49852824-49854442",0.14895340903946,-0.261985542867651,0.653,0.728,1
"3894","chr6-37221739-37222970",0.149084585301387,-0.594539881891976,0.134,0.195,1
"3895","chr19-18339773-18341538",0.149220984902496,-0.587322720255025,0.169,0.245,1
"3896","chr10-1048006-1049675",0.14939205327179,-0.27320512714786,0.453,0.515,1
"3897","chr4-41284720-41285799",0.149407041941389,-0.731209604833918,0.062,0.104,1
"3898","chr19-2578488-2579746",0.149472028782582,-0.84877966641592,0.061,0.105,1
"3899","chr20-32449707-32451259",0.14947281695086,-0.491692881019594,0.287,0.354,1
"3900","chr11-119339539-119341029",0.149514957005849,-0.615218147340414,0.176,0.236,1
"3901","chr10-110566434-110568463",0.149605206927729,-0.508482150574976,0.358,0.47,1
"3902","chr17-36600795-36603259",0.149818528311781,-0.258949597785406,0.259,0.302,1
"3903","chr9-23820577-23822055",0.149929929024976,-0.737885107057932,0.086,0.132,1
"3904","chr4-122151602-122153050",0.150078989844014,-0.52751246997024,0.213,0.287,1
"3905","chr7-151340967-151342091",0.150111026525543,-0.457631533702919,0.371,0.457,1
"3906","chr21-45256287-45257934",0.150167166458475,-0.72389221694334,0.085,0.131,1
"3907","chr12-51047228-51048487",0.150187179070658,-0.255385423600133,0.304,0.354,1
"3908","chr15-92899913-92900633",0.15020498121526,-0.552131277272542,0.112,0.158,1
"3909","chr15-68231172-68231927",0.150221342796675,-0.598981256925213,0.072,0.102,1
"3910","chr11-48093793-48094272",0.150307914671399,-0.514957805572356,0.141,0.183,1
"3911","chr22-17238752-17239639",0.150336179900653,-0.576830168134823,0.156,0.22,1
"3912","chr11-793578-794350",0.150461588850348,-0.744736798217079,0.065,0.109,1
"3913","chr22-20885314-20886006",0.150474818697393,-0.719098778064149,0.07,0.115,1
"3914","chr19-7500579-7501491",0.150543058463476,-0.536072843732453,0.14,0.189,1
"3915","chr20-19757237-19759271",0.150579165409811,-0.55081811459439,0.279,0.354,1
"3916","chr3-13281239-13283834",0.150640859404416,-0.304058440098627,0.366,0.418,1
"3917","chr14-105480531-105482402",0.150720007314855,-0.62656404539821,0.179,0.279,1
"3918","chr19-56392986-56393817",0.150785027098837,-0.521818226681646,0.322,0.415,1
"3919","chr19-45885176-45887039",0.150946304320947,-0.292737672166098,0.384,0.447,1
"3920","chr1-48775719-48777856",0.150994292159998,-0.584078282376114,0.176,0.246,1
"3921","chr17-57868033-57869083",0.151327402558912,-0.661766888250821,0.082,0.117,1
"3922","chr1-32205091-32206251",0.151360423991952,-0.534012710554173,0.221,0.3,1
"3923","chr12-2003858-2005118",0.151501021999246,-0.254368815901358,0.33,0.37,1
"3924","chr6-26382863-26383996",0.151568134930559,-0.616795542829573,0.13,0.187,1
"3925","chr8-42895796-42897982",0.151592287215892,-0.276654407640536,0.545,0.616,1
"3926","chr8-48396500-48398440",0.151595918008003,-0.293730984748522,0.146,0.174,1
"3927","chr2-135051761-135052965",0.151750814854541,-0.600947970961436,0.137,0.202,1
"3928","chr3-47380066-47381690",0.151819642781359,-0.26746622940756,0.468,0.525,1
"3929","chr7-77536362-77538879",0.151963985501764,-0.279743422547172,0.525,0.586,1
"3930","chr2-1742692-1744772",0.151988557591537,-0.704654884298379,0.113,0.173,1
"3931","chr11-47027010-47027810",0.152051157655735,-0.640339629565975,0.072,0.104,1
"3932","chr19-45953934-45955011",0.152054541343159,-0.762566729396986,0.071,0.115,1
"3933","chr19-2041511-2042613",0.152062826360729,-0.454063184606758,0.395,0.493,1
"3934","chr21-31865653-31866518",0.152161219610608,-0.635718765194301,0.075,0.113,1
"3935","chr14-70416371-70417239",0.152333691186823,-0.601213668481856,0.069,0.104,1
"3936","chr10-88582138-88583526",0.152356344309991,-0.270248177379849,0.187,0.204,1
"3937","chr2-949934-951305",0.152712843889126,-0.691007466597579,0.085,0.125,1
"3938","chr9-130041938-130043708",0.153085424320541,-0.512476204843606,0.322,0.42,1
"3939","chr10-61000690-61001926",0.153110713722545,-0.520520212565672,0.283,0.379,1
"3940","chr22-37657793-37659326",0.153370747798887,-0.259402445882909,0.492,0.54,1
"3941","chr16-9090029-9092754",0.153441560720973,-0.265134520993402,0.665,0.719,1
"3942","chr20-43590055-43591304",0.153570548271449,-0.264129100242276,0.327,0.389,1
"3943","chr15-45166486-45167697",0.153674827879754,-0.259284203438686,0.181,0.21,1
"3944","chr19-18418656-18420166",0.153806697268139,-0.295690152555119,0.338,0.403,1
"3945","chr2-46914918-46916478",0.153883339139687,-0.460926595180722,0.277,0.367,1
"3946","chr17-39152229-39154639",0.153902338519501,-0.265854676483238,0.407,0.454,1
"3947","chr12-132686612-132688077",0.153913712183017,-0.277392762766774,0.365,0.424,1
"3948","chr10-44863977-44865236",0.153963665979552,-0.595852881053025,0.123,0.178,1
"3949","chr14-20613122-20614204",0.153997996723447,-0.522565518972337,0.177,0.235,1
"3950","chr19-4952502-4953353",0.15429217079299,-0.541185685498748,0.168,0.227,1
"3951","chr10-67763434-67764997",0.15439184768714,-0.26128618623994,0.323,0.362,1
"3952","chr11-76210188-76210965",0.154488161464512,-0.727615906175226,0.066,0.108,1
"3953","chr19-37345386-37347335",0.154505472587744,-0.260010430201239,0.216,0.249,1
"3954","chr10-688663-690226",0.154508806563522,-0.53756182498366,0.337,0.46,1
"3955","chr1-109667479-109668712",0.154601320992676,-0.651504955193606,0.108,0.158,1
"3956","chr7-73985532-73986697",0.154614922557407,-0.768053249414659,0.086,0.139,1
"3957","chr2-70301182-70302302",0.154727739184597,-0.524618108813914,0.259,0.332,1
"3958","chr13-27270280-27271421",0.154823310835892,-0.570839411440527,0.177,0.232,1
"3959","chr13-80338796-80339359",0.154885647619009,-0.667212627230472,0.078,0.125,1
"3960","chr7-149125460-149127785",0.15491973396329,-0.4435450625776,0.382,0.459,1
"3961","chr11-61391810-61393475",0.154925176880574,-0.619180984388004,0.137,0.196,1
"3962","chr3-47475063-47476278",0.154927364450858,-0.293316730393178,0.369,0.433,1
"3963","chr14-35412504-35413592",0.155023095131571,-0.788105716880128,0.063,0.101,1
"3964","chr11-64268628-64270658",0.155043840439195,-0.413147068905709,0.518,0.619,1
"3965","chr7-44123157-44124424",0.15505656815383,-0.281777332232678,0.418,0.471,1
"3966","chr19-46661962-46662289",0.155086543523022,-0.567569893765498,0.103,0.153,1
"3967","chr3-98893557-98894259",0.155191773741345,-0.535644916290452,0.13,0.174,1
"3968","chr1-35807287-35809229",0.155295248921686,-0.252201026747001,0.213,0.235,1
"3969","chr20-41028011-41029643",0.155369386495956,-0.265609363602729,0.432,0.471,1
"3970","chr1-248837029-248839202",0.155406532981137,-0.270025057698994,0.628,0.693,1
"3971","chr10-42781980-42783182",0.155460834060764,-0.589373367419038,0.177,0.249,1
"3972","chr2-27488919-27490092",0.155602339004679,-0.26693976236625,0.357,0.399,1
"3973","chr1-89523756-89525520",0.155637308993898,-0.271548020023874,0.413,0.466,1
"3974","chr2-120819885-120821247",0.155650159523679,-0.836482737043246,0.074,0.123,1
"3975","chr14-54901810-54903363",0.155668261325157,-0.611799086718767,0.223,0.304,1
"3976","chr8-1705865-1706576",0.155853986139569,-0.526973062202061,0.083,0.114,1
"3977","chr6-27472139-27473521",0.155966105538725,-0.305688428297613,0.27,0.319,1
"3978","chr2-241507454-241509171",0.155966797014982,-0.277216391293046,0.452,0.514,1
"3979","chr16-22205882-22207428",0.155971197939802,-0.279504893627928,0.443,0.493,1
